location,estate_name,estate_map_latitude,estate_map_longitude,transaction_price,saleable_floor_area,floor_level,transaction_price_per_sq,discount_rate,assignment_date,month,year,credit_level
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,161800,35,L,4623,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,179500,38,L,4724,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,254400,51,M,4988,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,225500,45,H,5011,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAN TAU TONG ESTATE,22.44275,114.16876,345000,41,M,8415,70,11,2,2000,H
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,169800,35,H,4851,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,191100,38,M,5029,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,196000,41,H,4780,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,191700,38,M,5045,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,292800,56,H,5229,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,264700,56,M,4727,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,200500,41,H,4890,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,195800,53,L,3694,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,181200,41,L,4420,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,152800,41,L,3727,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,48700,14,H,3479,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,198900,35,M,5683,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,135200,36,L,3756,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,257100,45,M,5713,55,11,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,192600,35,M,5503,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,227600,41,L,5551,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,260100,45,H,5780,55,11,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,208700,35,H,5963,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,251600,45,M,5591,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,276000,45,H,6133,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,221600,41,L,5405,55,11,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,199900,37,L,5403,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,252200,45,M,5604,55,11,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,220100,41,M,5368,55,11,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,308500,56,L,5509,55,11,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,277400,51,L,5439,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,229100,41,L,5588,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,191400,38,L,5037,55,11,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,159600,33,M,4836,55,11,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,91200,34,L,2682,55,11,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,139100,41,H,3393,55,11,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,221300,41,L,5398,55,11,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,250200,45,L,5560,55,11,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,351800,35,M,10051,70,11,2,2000,H
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,231400,41,L,5644,55,11,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,234300,41,M,5715,55,11,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,257400,45,M,5720,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,201200,41,M,4907,55,11,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,199600,41,M,4868,55,10,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,248000,41,H,6049,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,197100,41,L,4807,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,172800,35,M,4937,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,147300,41,M,3593,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,150500,41,M,3671,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,154200,41,L,3761,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,169000,45,H,3756,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,131300,35,L,3751,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,132400,36,L,3678,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,116900,45,L,2598,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,156100,45,L,3469,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,150000,41,L,3659,55,10,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,165100,34,M,4856,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,132700,35,M,3791,55,10,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,213400,35,H,6097,55,10,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,160800,33,M,4873,55,10,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,194800,36,L,5411,55,10,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,155500,33,L,4712,55,10,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,204800,35,M,5851,55,10,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,262300,45,H,5829,55,10,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,144400,41,H,3522,55,10,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,96000,32,M,3000,55,10,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,240000,41,H,5854,55,10,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,228800,41,L,5580,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,230000,51,L,4510,55,10,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,199100,38,H,5239,55,9,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,264300,41,H,6446,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,271500,56,L,4848,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,230600,45,M,5124,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,157600,41,M,3844,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,224600,45,H,4991,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,197600,45,L,4391,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,169000,45,M,3756,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,146500,41,L,3573,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,172100,45,H,3824,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,171600,45,M,3813,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,149900,41,M,3656,55,9,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,196200,41,L,4785,55,9,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,253300,51,L,4967,55,9,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,214900,38,M,5655,55,9,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,134000,41,M,3268,55,9,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,117200,41,L,2859,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,337900,41,M,8241,70,9,2,2000,H
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,198200,41,L,4834,55,9,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,303000,49,M,6184,55,9,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,227900,41,L,5559,55,9,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,236100,41,M,5759,55,9,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,239600,41,M,5844,55,9,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,225300,41,L,5495,55,9,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,243300,41,M,5934,55,9,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,223600,41,L,5454,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,203700,45,L,4527,55,9,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,162400,35,L,4640,55,8,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,276400,49,L,5641,55,8,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,132700,35,M,3791,55,8,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,152200,41,H,3712,55,8,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,243200,45,L,5404,55,8,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,227400,41,M,5546,55,8,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,206700,38,L,5439,55,8,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,198700,35,H,5677,55,8,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,212400,35,M,6069,55,8,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,193600,38,L,5095,55,8,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,236900,45,L,5264,55,8,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,118100,35,M,3374,55,8,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,233300,41,L,5690,55,8,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,268300,45,M,5962,55,8,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,226300,41,L,5520,55,8,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,251900,41,H,6144,55,8,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,233600,41,L,5698,55,8,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,190300,41,L,4641,55,8,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,238200,49,H,4861,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,216000,41,L,5268,55,3,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,138800,33,M,4206,55,3,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,203600,53,M,3842,55,3,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,196800,45,L,4373,55,3,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,150000,41,L,3659,55,3,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAH MING ESTATE,22.48455,114.14015,151600,41,M,3698,55,3,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAN TAU TONG ESTATE,22.44275,114.16876,341200,41,L,8322,70,3,2,2000,H
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,234000,41,M,5707,55,3,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,290800,51,M,5702,55,3,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,267700,45,H,5949,55,3,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,223700,41,L,5456,55,3,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,247000,45,M,5489,55,3,2,2000,F
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,241100,41,H,5880,55,3,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,243500,41,M,5939,55,3,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,298800,51,M,5859,55,3,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,231700,41,M,5651,55,3,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,283400,51,M,5557,55,3,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,209200,35,M,5977,55,3,2,2000,F
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,286900,51,H,5625,55,3,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,163900,45,H,3642,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,221300,41,L,5398,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,232700,41,M,5676,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,247500,41,H,6037,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,225300,41,L,5495,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,243900,45,L,5420,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",FUNG TAK ESTATE,22.34489,114.20121,438800,41,M,10702,70,3,2,2000,H
"TAI PO, NORTH & SHATIN (3)",HENG ON ESTATE,22.41583,114.22905,332800,41,L,8117,70,3,2,2000,H
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,136900,41,M,3339,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,267600,45,H,5947,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,199100,35,L,5689,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,247900,41,M,6046,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,249500,41,H,6085,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,253300,45,L,5629,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,247500,45,L,5500,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,209000,35,M,5971,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,227700,41,L,5554,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,218300,41,L,5324,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,206700,35,H,5906,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,231100,41,L,5637,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,237900,41,M,5802,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,267100,45,M,5936,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,250200,41,M,6102,55,3,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,259500,45,L,5767,55,3,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,134000,33,M,4061,55,3,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,141900,41,H,3461,55,2,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,129500,41,L,3159,55,2,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,140500,45,L,3122,55,2,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,90800,32,M,2838,55,2,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,95600,32,M,2988,55,2,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,95600,32,M,2988,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,234500,41,M,5720,55,2,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,89900,34,L,2644,55,2,2,2000,F
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,82500,32,L,2578,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,238400,41,M,5815,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,235700,41,M,5749,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,211300,35,H,6037,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,361700,41,M,8822,45,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,210700,35,M,6020,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,261300,45,L,5807,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (2)",CHEUNG ON ESTATE,22.35992,114.10435,368100,41,H,8978,70,2,2,2000,H
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,266100,45,M,5913,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,252200,45,L,5604,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,221600,41,L,5405,55,2,2,2000,F
"WONG TAI SIN, TSING YI & TSUEN WAN (1)",CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,242400,41,M,5912,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,139700,33,M,4233,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,139700,33,M,4233,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,221200,49,L,4514,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,195400,41,L,4766,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,181800,36,M,5050,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,208200,45,M,4627,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,213000,45,M,4733,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,209200,45,M,4649,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,278900,56,H,4980,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,161700,35,L,4620,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,182600,41,L,4454,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,153000,36,L,4250,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,178000,35,H,5086,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,143000,34,M,4206,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,204000,41,H,4976,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,266600,56,M,4761,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,191200,38,M,5032,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,175200,35,M,5006,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,178700,38,L,4703,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,281800,56,H,5032,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (2)",WAN TAU TONG ESTATE,22.44275,114.16876,378000,41,H,9220,70,2,2,2000,H
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,268200,56,L,4789,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,240500,51,L,4716,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,224200,45,H,4982,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,210800,41,H,5141,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,190000,41,L,4634,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,193800,41,H,4727,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,198900,41,M,4851,55,2,2,2000,F
"TAI PO, NORTH & SHATIN (3)",YIU ON ESTATE,22.41887,114.23029,278800,56,M,4979,55,2,2,2000,F
